text	task_1	task_2	text_id
@GurkenplaysYT @ChrisFCN1900 Was ein hurensohn und dann lacht der noch so dreckig...	HOF	PRFN	hasoc_2020_de_124
@BeateHaubrock @mokomokai @KJPGehrden #IdentifikationmitdemAggressor? Oder einfach Dummheit?	NOT	NONE	hasoc_2020_de_1307
RT @samelou: Das seltsame an der Zensur dieses Satzes: er ist einfach nur ein Fakt. Es ist keine Beleidigung, keine Verleumdung, keine entw…	NOT	NONE	hasoc_2020_de_3482
RT @oklara: Nazis sind Nazis, weil sie Nazis sein wollen.	NOT	NONE	hasoc_2020_de_1707
Real pornos deutsch, reality kings gratis. Frauen vogeln milf arsch https://t.co/kmtGI7MbtE	HOF	PRFN	hasoc_2020_de_1380
Was geschieht, wenn deutsche Familien #Austauschschüler aufnehmen: mal die übliche Teenager-Mühsal, mal Sitcom, mal… https://t.co/bPIwteQK4v	NOT	NONE	hasoc_2020_de_583
"RT @TemmuzKacak: Deutsche Medien sind schon komisch:
TerrorPKK in #Deutschland 
Gestern:
#Pkk = Freiheitskämpfer 
Jetzt:
Pkk = Irakische Ro…"	NOT	NONE	hasoc_2020_de_173
@AfDBerlin Burka für Merkel! https://t.co/n4Xrey3s8s	NOT	NONE	hasoc_2020_de_2143
Und ich werde NURNOCH in meinem Zimmer sitzen und ich werde hier bis ich ausziehe KEIN Gramm essen zu mir nehmen !!	NOT	NONE	hasoc_2020_de_2515
@BoserEr @SebastianHampel @DrDavidBerger Was ist den mit den Gängster Rap. Unsere Kinder verblöden,wenn sie die Cha… https://t.co/XVfdR9gove	NOT	NONE	hasoc_2020_de_2811
"Für mich schon DAS BUCHZITAT des Tages:

""Immer musste man dort hinter irgendeinem Idioten in der Schlange stehen,… https://t.co/bL1hZeYyep"	NOT	NONE	hasoc_2020_de_2384
@ghostikun sexistische kackscheisse einfach nur	HOF	PRFN	hasoc_2020_de_2799
@Krise_K @BrabaxBln @s_ill_e @Zitronenjette20 @Morgaine620 @dgh_de Auch das Treppenhaus ist dann sehr einfach zu re… https://t.co/EHnW43wide	NOT	NONE	hasoc_2020_de_2782
liebs, wie er beim Wahlomat auch bei den grünen am meisten Prozent hatte, aber bestimmt irgendeinen anderen scheiß… https://t.co/l55CAQLg2F	HOF	PRFN	hasoc_2020_de_1097
RT @burger_ein: Bewährungsstrafe für  Schwarzafrikanischen Asyltouristen der eine junge Deutsche auf Kirchentreppe vergewaltigt hat https:/…	NOT	NONE	hasoc_2020_de_903
Hure mit milch lesbensexvideos kostenlos. Blonde deutsche schlampe, deutsche schwiegermtter gratis porno. https://t.co/iW5W99oAJM	HOF	PRFN	hasoc_2020_de_1823
@chris_98763 @zeitonline dummheit volltreffer	NOT	NONE	hasoc_2020_de_3079
RT @schmid_claudio: Es ist mir ein Rätsel wozu es überhaupt noch Wirtschaftsverbände gibt. Tatenlos sehen sie zu, wie eine grüne Bande den…	NOT	NONE	hasoc_2020_de_497
"RT @DaddyAtze: So that was fun 😜💦💦💦🤘
Einfach goil, dieser Arsch 🤘😜 https://t.co/O1qiWZis6U"	HOF	PRFN	hasoc_2020_de_289
@cookiesforjoon fandest du es auch so scheiße wie ich?	HOF	PRFN	hasoc_2020_de_2387
Sind blaue Haare das neue blond oder warum wird @rezomusik, um es doof zu sagen, für dumm erklärt?	NOT	NONE	hasoc_2020_de_2127
@Skototaxis Damals, als es linke Journalisten waren, die sich so trafen.	NOT	NONE	hasoc_2020_de_1124
Reifen frauen com, fette haarige frauen. Ficken junge frauen deutscher wrge fetisch porno https://t.co/bvgPauANmS	HOF	PRFN	hasoc_2020_de_1722
"Samsung DA29-00020B, HAF-CIN/EXP Premium Refrigerator Water Filter (White, 2 pack)
         https://t.co/IgevEPEmUG… https://t.co/fjNWdORenQ"	NOT	NONE	hasoc_2020_de_2244
@aufklaerer2017 Der #Aufschrei gewesen, wenn er einen #linken über die Brüstung gehoben hätte 😎	NOT	NONE	hasoc_2020_de_293
"#NWBRE14

Borken (Westf.) (ab 16:31) -&gt; Essen Hbf (an 17:29) am 15.05.2019 +++ Teilausfall +++ von Dorsten (ab 16:5… https://t.co/DQFghhRD1L"	NOT	NONE	hasoc_2020_de_1309
@tagesschau Allen ein fröhliches Allahu Akbert.	NOT	NONE	hasoc_2020_de_914
wennst nicht zuhörst und SIE dich gegen die wand choked💖💖	NOT	NONE	hasoc_2020_de_1239
Hurensohn wer nicht für mich stimmt	HOF	PRFN	hasoc_2020_de_793
@ZDFheute @sven_giegold Rot-Grün zusammen haben 1,7% verloren.	NOT	NONE	hasoc_2020_de_2134
was zur hölle ist in dem veganem dings von mecces dringe warum sieht der scheiß genau so aus wie deren ranziges rindfleisch	HOF	PRFN	hasoc_2020_de_868
Hurensohn wer Videoaufrufe kaufende hurensöhne hört	HOF	PRFN	hasoc_2020_de_3462
RT @TopTomCH: FF Nicht für jeden Arsch - Fistplay  😜😜😜 #gay #ass #assplay #ff #fistingtime #fisting #xyz  © @TopTomCH https://t.co/O7YF0ZgA…	HOF	PRFN	hasoc_2020_de_3240
"RT @BoserEr: Causa Strache: Ein Konservativer schießt einen Bock und tritt zurück.
Linke tricksen, betrügen, versagen und brechen geltendes…"	NOT	NONE	hasoc_2020_de_266
mdchen naked extrem behaarte muschis a deutsche porno deutsche transnutte porno clip https://t.co/dCh4j9R8JK	HOF	PRFN	hasoc_2020_de_386
@SPIEGEL_alles Habt Ihr da nicht was verwechseln ist es nicht die SPD die mit dem Islam den Roten Teppich aus legt… https://t.co/foCSZRIccb	NOT	NONE	hasoc_2020_de_3474
Kurz schreckt echt vor nix zurück. #EUWahl19	NOT	NONE	hasoc_2020_de_2462
@cubcgn1 @Davidhf92 Den arsch würde ich gerne einmal verwöhnen	HOF	PRFN	hasoc_2020_de_3274
RT @narrhallamarsch: scheiß auf Spargel, Erbeeren for President!	NOT	NONE	hasoc_2020_de_3024
RT @el_ramberto: @hururensooohn okok stopp nein abort mission da ist n faltiger arsch voll mit ausschlag	HOF	PRFN	hasoc_2020_de_3013
@realAntiZion77 @nettilatte @AkifPirincci @HCStracheFP Halt deine fresse du anonymer nicht mal seine fresse zeigender Bonner stricher	HOF	OFFN	hasoc_2020_de_278
@PillePa47127736 @rezomusik Ich wollte nur zeigen, dass meine Tweets einen Scheiß zur Umweltbelastung beiträgt. Und… https://t.co/NXyPAdCIBE	NOT	NONE	hasoc_2020_de_2657
Trends der Grünen Branche auf der Spoga+Gafa  https://t.co/3NOVZpn6vf	NOT	NONE	hasoc_2020_de_3133
RT @Bjrn17547904: @gruenenrw @Die_Gruenen Nein zum Nationalmasochismus der Grünen und anderen Linken Geisteskranken !!! https://t.co/8Jr1Zz…	HOF	HATE	hasoc_2020_de_382
@larsweisbrod Wir sind im Arsch...	HOF	PRFN	hasoc_2020_de_1001
Will ich mich verlieben oder bin ich einfach nur dumm?	NOT	NONE	hasoc_2020_de_3076
@ess_steffen A Flüchtlinge B Asylanten C Goldstücke D Facharbeiter	NOT	NONE	hasoc_2020_de_1447
@domi_twr @Aelydysdenossi @Morastmops Behinderte fresse? Der kann mich mal gewaltig am Arsch lecken!	HOF	OFFN	hasoc_2020_de_577
@politicalbeauty #naziaufmärsche können nicht unter freie meinungsäusserung, demorecht, genemigt werden, da nazis g… https://t.co/laRGYIErrm	NOT	NONE	hasoc_2020_de_1109
An alle Frauen der Welt. https://t.co/5a3bJEkP9Y	NOT	NONE	hasoc_2020_de_1654
@bodoloettgen Grün war schon immer linksextrem.	HOF	HATE	hasoc_2020_de_1484
@tagesschau Das wird den Linksextremisten und Merkels Fachkräften überhaupt nicht gefallen!	NOT	NONE	hasoc_2020_de_1422
RT @a_nnaschneider: Und die Krönung des ganzen ist Ökofeminismus aka: #birthstrike, also keine Kinder bekommen, der Umwelt zuliebe. Völlig…	NOT	NONE	hasoc_2020_de_1538
@krippmarie Der Brinkhaus ist auch nicht das, was man von ihm erwartet hat. Keinen Deut besser als der ganze CDU-Ve… https://t.co/2GsfsDflES	NOT	NONE	hasoc_2020_de_2777
"Das ist der größte Fehler dieser ganzen Idioten. Jeden, der (noch) dümmer ist als sie, dennoch/""erst recht"" maximal… https://t.co/l8GpjHfi4f"	HOF	HATE	hasoc_2020_de_3007
RT @just__st: Junge ich hasse meine scheiß Hurensohn klasse.	HOF	PRFN	hasoc_2020_de_2620
@MaribonCW dumme hurensöhne die jungen	HOF	OFFN	hasoc_2020_de_1446
"RT @LaVieVagabonde: In der nächsten BILD: Schwarze Schuhcreme und eine Anleitung, wie man sich dunkle Haut ~bastelt~! 

Herrje. https://t.c…"	NOT	NONE	hasoc_2020_de_3228
@YuumaTsukumo @AfDBerlin Bei 1.67% von Islamisierung labern ist schon gewaltig debil.	HOF	OFFN	hasoc_2020_de_234
@AndreasStraub Ich würde nicht blöd sagen, sondern eher verblendet, sie haben sich von linken Rassisten leimen lass… https://t.co/HZgvuLkgW8	NOT	NONE	hasoc_2020_de_2371
S60 18:34 ab Böblingen nach Stuttgart Schwabstr. 19:33 an, fährt erst ab Maichingen um 18:40 #SBahnStgt https://t.co/12XHWNR5U8	NOT	NONE	hasoc_2020_de_2379
RT @gifev: Viel los in der gif Kompetenzgruppe Wohnen! Aktuelle Projektgruppen: Neue Wohnformen, Mikrolagen-Ranking für deutsche Großstädte…	NOT	NONE	hasoc_2020_de_1176
@Riesen_Einlauf Was Hurensohn du Spasti	HOF	PRFN	hasoc_2020_de_1893
"RT @gottessohn13: Scheisse bleibt Scheisse und
Nazis bleiben Nazis. 

Wer das Dreckspack wählt, wählt wieder Fackel Umzüge und Krieg und ha…"	HOF	HATE	hasoc_2020_de_2070
@dagilp_lbh @1Lisschen93 Wäre ja dumm wenn nicht😂🤷‍♀️	NOT	NONE	hasoc_2020_de_2222
RT @B24PT: Dortmund contrata Schulz ao Hoffenheim. https://t.co/h6PwZr5gul	NOT	NONE	hasoc_2020_de_960
FWA was great :&gt;	NOT	NONE	hasoc_2020_de_2474
@Naku64 wo sollen die Nazis denn hin?	NOT	NONE	hasoc_2020_de_1560
@Quin_nsfw Willkommen zurück	NOT	NONE	hasoc_2020_de_2507
RT @3te_generation: Die Untote: Die Stimmenverteilung für Die Linke, AfD und Bündnis 90/Die Grünen (denn so heißt die Partei eigentlich) ma…	NOT	NONE	hasoc_2020_de_2899
Hört auf, Politik nur noch für Ü50 zu machen. Ihr habt bereits eine Generation vor den Kopf gestossen. Ändert euren… https://t.co/zgiRVhZLDU	NOT	NONE	hasoc_2020_de_2049
Ich und sera als wir uns gegenseitig arsch schickten https://t.co/aPH0OWKwRY	HOF	PRFN	hasoc_2020_de_3452
@Herr_Klartext @Pbern12 Spieglein spieglein an der Wand.... https://t.co/aocIQEIvme	NOT	NONE	hasoc_2020_de_2759
@HerrNewstime Man man man, die Community ist echt am Arsch https://t.co/Cjpq2eMTon	HOF	PRFN	hasoc_2020_de_812
Wünschte, die CDU/CSU hätte noch deutlicher eins auf die Fresse bekommen, aber man nimmt, was man kriegen kann, ne.	HOF	PRFN	hasoc_2020_de_3453
@Garfieldine @SexismObserver @zeitonline @SPIEGELONLINE Hop Hop ab in die Küche	NOT	NONE	hasoc_2020_de_609
Merkel schickt aus Hamburger Hafen Botschaft an Trump https://t.co/cska3LPkOO https://t.co/RevM9wSw9M	NOT	NONE	hasoc_2020_de_1723
@Stefan_K__ @Beatrix_vStorch Die türkischen Döner in der Türkei mit Dicherheit. Die deutsche Variante bleibt aber die deutsche Variante.	NOT	NONE	hasoc_2020_de_2824
Müssen und die Jungs entweder nichts machen oder halt anderen scheiß. Und er meinte, so; ja, stimmt. Und ich habe i… https://t.co/FdmP6HlIe2	NOT	NONE	hasoc_2020_de_2020
RT @jouwatch: Gewaltbereitschaft bei Linken immer noch hoch https://t.co/2JRVsCCOtm https://t.co/oMMthQA4Wf	NOT	NONE	hasoc_2020_de_103
@veganhure Was zum arsch ist thinspo?	HOF	PRFN	hasoc_2020_de_3286
@bootboss @tagesschau Die sind keine Experten und schon raus	NOT	NONE	hasoc_2020_de_538
RT @tagesschau: Europäische Spitzenkandidaten im Kurzporträt https://t.co/HYi6dC35vq #Kandidatencheck #Europawahl2019	NOT	NONE	hasoc_2020_de_2763
@ItsDesey Perkz &gt;:)	NOT	NONE	hasoc_2020_de_2520
Gunlike ist gerade von schwule hurensohn zu einen noch größeren schwulen hurensohn aufgestiegen	HOF	OFFN	hasoc_2020_de_1349
Das einzig Positive ist die geringere Anzahl an Sitzen für den linken Parteienblock.	NOT	NONE	hasoc_2020_de_732
Ich weiß einfach jetzt schon dass Staffel 8 von Voltron scheisse wird. Tu ich es mir trd an? Auf jeden Fall	HOF	PRFN	hasoc_2020_de_1156
@eVoRoX750 Ich fresse mich gerade voll, denk einfach an mich, dann schläfst du schon ein 🤪	NOT	NONE	hasoc_2020_de_1645
Produktivität am Arbeitsplatz: Frauen sind bei Wärme leistungsfähiger als sonst ➜ https://t.co/kFpNQQoASY	NOT	NONE	hasoc_2020_de_1762
@Jodl @Merkur @maas @RegSprecher Ich glaube kaum, dass @HeikoMaas oder @AuswaertigesAmt dafür Zeit haben. Die sind… https://t.co/9q2jzjuZnm	NOT	NONE	hasoc_2020_de_74
RT @artep21: @Joerg_Meuthen Nicht die Grünen ?😂😂😂😊Bald bei „Naked Attraction“ - Grünen-Politiker outet sich als Fetisch-Aktivist https://t.…	NOT	NONE	hasoc_2020_de_2057
@GedichtW @HerrNaumann @dergazetteur es ist halt echt 😂	NOT	NONE	hasoc_2020_de_2249
RT @ZDFheute: Erster Deutschland-Besuch: Pompeo trifft Merkel und Maas https://t.co/yA3eZwN32J	NOT	NONE	hasoc_2020_de_790
einfach nur ich https://t.co/aGSxZJoyhG	NOT	NONE	hasoc_2020_de_1255
"@VollzeitJonas @mjwock Ist ja auch kein Fehler.
Allemal besser als Grüne, Linke, Ökolinx und die ganzen anderen Ideologen."	NOT	NONE	hasoc_2020_de_279
@polizISTmensch Deutsche Medien?	NOT	NONE	hasoc_2020_de_1273
@schnischna1992 Bin am Arsch ALLA	NOT	NONE	hasoc_2020_de_359
doktor deutsch porno deutsche klassische porno xhamster von mutter gefickt frauen orgasmus porn https://t.co/C4wwqU5TnT	HOF	PRFN	hasoc_2020_de_543
@edgyluwuca Wenn du die Umfrage machen würdest alle würden dich für dumm verkaufen, dass du überhaupt fragst	NOT	NONE	hasoc_2020_de_1828
Wenn #AKK es mit den Personalentscheidungen so hält wie #Merkel, ist #Merkel sehr bald nicht mehr BK.	NOT	NONE	hasoc_2020_de_2978
RT @_KingRighteous: Raleigh &gt; Durham	NOT	NONE	hasoc_2020_de_2748
@Musashi_Haiku Ja, die #Haltung ist schon wichtig ! Wir brauchen neue Politiker in der Verantwortung, die mit der V… https://t.co/3bGfXZv9pc	NOT	NONE	hasoc_2020_de_2129
"RT @genialewelt: ""Er hat Waldnattern gesagt, erst mal melden!""

Echt jetzt? 🤦‍♂️ https://t.co/nEgw0GnFpk"	NOT	NONE	hasoc_2020_de_787
Mein Puls ist auf 180, ich zitter und muss mich echt zusammenreißen, nicht loszudiskutieren. Weil es alles an ihrer… https://t.co/jBjfRPU58W	NOT	NONE	hasoc_2020_de_3086
@SirSchnee Es kommt ,auch bei den Grünen, letztendlich immer braun raus!💩😉	NOT	NONE	hasoc_2020_de_488
RT @HaraldRostock: Der renommierte deutsche Anwalt Wilfried Schmitz hat Strafanzeige gegen Merkel und ihre amtlichen Mitarbeiter „wegen Bet…	NOT	NONE	hasoc_2020_de_327
@BoserEr @Lebensformation @DrDavidBerger Von den Medien wird soviel unter den Tisch gekehrt, möchte nicht mal unter… https://t.co/vqfIICcwTQ	NOT	NONE	hasoc_2020_de_224
RT @coraxaroc: Nazis. Es sind Nazis. Neons sind Reklame oder Fische und leuchten hübsch bunt. https://t.co/h4hE438D5y	NOT	NONE	hasoc_2020_de_2199
Wetlook Arsch Showoff mit Dirty Talk https://t.co/vYct0k52cD https://t.co/Rteygy4Jqb	HOF	PRFN	hasoc_2020_de_2784
@Lebensformation Wie wäre es mit abschieben, dass primitive Gesindel?	HOF	OFFN	hasoc_2020_de_424
"RT @D4ncingMonkey: #Amthor Leben und  Tod des @rezomusik

""Es wird langsam Zeit, mich zu der Scheiße hier zu äußern. Die Lügen, die Du über…"	NOT	NONE	hasoc_2020_de_1896
@luaks030 Alle bis auf die Grünen 🤓 🍌	HOF	HATE	hasoc_2020_de_2982
"@gabkurt1 @srfnews @CurdinV Die Welt ist nicht einfach schwarz-weiss. Es gibt auch noch #Grautöne. 

Sie sind übrig… https://t.co/YthXNTrtNG"	NOT	NONE	hasoc_2020_de_3179
[Empfohlen mit WELT News: Gewalt von Zuwanderern gegen Deutsche nimmt zu] Gewalt von Zuwanderern gegen Deutsche nim… https://t.co/JNJbrZnTsJ	NOT	NONE	hasoc_2020_de_1853
"RT @Reiner02192679: #Grüne sind in jeder Beziehung in der Politik und im Privaten, die aller Schlimmsten!
Finger weg, von den #Grünen
https…"	HOF	HATE	hasoc_2020_de_160
@FlXMYDlSEASES Merkel muss weg	NOT	NONE	hasoc_2020_de_2830
@heiner_gesper @alexarusss @bernd471 Ach laber doch keinen Scheiss du arme  Linksoma https://t.co/70M6F7AWHk	HOF	PRFN	hasoc_2020_de_2280
Deutsche Behörden sehen untätig zu: Das Steuerkarussell: So funktioniert der Milliarden-Raubzug, der Europa erschüt… https://t.co/2ho4XtlJY3	NOT	NONE	hasoc_2020_de_126
@Obviant @Buloneee 2 Antworten, 2 mal hurensohn, der Pflegefall bist dann doch eher du. https://t.co/XP4PM4tIxn	HOF	OFFN	hasoc_2020_de_348
Hat da jemand auf die Fresse bekommen oder was ist da los?	NOT	NONE	hasoc_2020_de_258
RT @trackmaniagamer: der pädo lord abbadon wurd kein stück verurteilt für die scheisse, ist jetzt finanzberater und ich muss sowas sehen (k…	HOF	PRFN	hasoc_2020_de_803
Gauland: Forderung nach einem europäischen Islam ist eine Schnaps-Idee https://t.co/Q6cHhXfsVC via @jouwatch	NOT	NONE	hasoc_2020_de_306
nap auf arsch	HOF	PRFN	hasoc_2020_de_14
RT @masyaf_sy: Das halte ich für groben Unfug. Oder die Propaganda der Öffentlich-Rechtlichen ist effektiver und die Deutschen als Ganzes s…	NOT	NONE	hasoc_2020_de_568
Reppinum kriegt die Eier mir zu linken wenn ich 1 Monat inaktiv war und nicjt sprinten kann 😂😂😂😂	NOT	NONE	hasoc_2020_de_3235
RT @Daffyfuq: Ihr habt alle einen Stock im Arsch weil ihr keine Pornos mit gummipuppe hochladet	HOF	PRFN	hasoc_2020_de_2810
"RT @hl_h2o: Komm,mein Herz,geh und leg dich wieder in deine Schatulle.
Ich schließe ab und pass ab jetzt noch besser auf dich auf."	NOT	NONE	hasoc_2020_de_1212
Garantiertes bpl pack hat gegönnt @GamerBr0ski  also manche mussten seine sbc machen Kappa https://t.co/TkgZIgPzYF	NOT	NONE	hasoc_2020_de_2508
RT @verusoss1: Doch, Deutschland fördert Islamisten, arabische kriminelle Clans, Schmarotzer und Taugenichtse aus aller Welt und völlig übe…	HOF	HATE	hasoc_2020_de_2752
@ZDFheute Es ist halt ziemlich sinnfrei, 200l in einen 60l-Tank füllen zu wollen, wenn man gar nicht wegfahren möchte...	NOT	NONE	hasoc_2020_de_90
@tagesschau @MiriamOzen Schon wieder framing ...	NOT	NONE	hasoc_2020_de_824
Es gibt politische Versager, die die Verstaatlichung von BMW fordern. Kannste Dir nicht ausdenken. Eher tritt Bayer… https://t.co/yAwTPaCnvT	NOT	NONE	hasoc_2020_de_2548
@zSkaveYT @_Sypherox_ @luuxaa_ @GANGMEMBERGAARA @zKidaa @HabeBrot @Die_Paedagogin @_txm3rx @Benizzel1 Dumme 13 hat er dich eingeschätzt	NOT	NONE	hasoc_2020_de_3343
Top #Anwalt klagt #Merkel an, wegen #Voelkermord. https://t.co/XZ4gevKEcA	NOT	NONE	hasoc_2020_de_2116
@ZDF Grüne 20,5% ?! Germany is doomed!	HOF	HATE	hasoc_2020_de_3264
"⭐ EU-Richtlinie: ""Ein Schlag ins Gesicht der Kleinaktionäre"" [premium]  ⭐ https://t.co/2q0HLKpzob"	NOT	NONE	hasoc_2020_de_2908
RT @GriffinthePeter: legende einfach https://t.co/TagdvUzPOI	NOT	NONE	hasoc_2020_de_1989
#Gabriel: Das hätte ich nicht von S. Gabriel erwartet, dass er auf Kevin Kühnert herumhackt. Schließlich hat der Ju… https://t.co/BJuH4TqcOK	NOT	NONE	hasoc_2020_de_3436
#Betze das Spiel spiegelt unsere Führungetage. Ein Passfehler nach dem anderen und kein Arsch in der Hose.	HOF	PRFN	hasoc_2020_de_3214
RT @1967Gorzata: @SBunners Ja, mit 0,2 % wieder mal wie #Merkel die Welt retten. Fanatisch und unverantwortlich.	NOT	NONE	hasoc_2020_de_2561
@gagadaily scheisse + hair	NOT	NONE	hasoc_2020_de_1846
RT @burger_ein: Omas gegen Rechts, Moslems, Linke und Pfarrer bei Gegendemo Starnberg: Linke wollen AfD mit Besen vom Kirchplatz kehren htt…	NOT	NONE	hasoc_2020_de_1866
michellemalkin: 3) #freespeechfriday reminder ==&gt; https://t.co/0ABHiLCKl0 #fightthecensors #pjnet #tcot	NOT	NONE	hasoc_2020_de_2322
@ainyrockstar Oder Patrioten die die 1. Strophe des Deutschlandliedes singen als Nazis zu bezeichnen!🤷	NOT	NONE	hasoc_2020_de_2138
RT @sulemannmalik: Gehört der Islam zu Deutschland? Deutschland ist ein säkularer Staat.Entsprechend gehört Deutschland keiner Religion an.…	NOT	NONE	hasoc_2020_de_2858
@TimoKloepper @gruene_jugend Als grüne Jugend in FFF-Tagen und im Angesicht der Grossprobleme der Welt hielte  ich… https://t.co/ZoU24B6rfM	NOT	NONE	hasoc_2020_de_2796
RT @Arnd_Schumacher: @AF_Will @TimmermansEU Schwache EU-Aussenpolitik sorgt dafür, dass der Islam bald zu Europa gehört. Der UN-#Migrations…	NOT	NONE	hasoc_2020_de_2407
@halia_yee_ durex &gt; trojan	NOT	NONE	hasoc_2020_de_1393
DWD -&gt; WARNLAGEBERICHT für Deutschland – https://t.co/oDGEQWCLEK	NOT	NONE	hasoc_2020_de_593
"Warum zünden Frauen ihren Arsch an? 

Weil sie es können."	HOF	PRFN	hasoc_2020_de_1966
@eysvog3l @SM100d Genau , es sind die täglichen Lügen die Grünen brauchern !	NOT	NONE	hasoc_2020_de_1277
@SapereAudeDE @mariomayl So ein asoziales Pack... raus aus Deutschland	HOF	HATE	hasoc_2020_de_1845
@tagesschau Einen Scheiss wünsche ich denen!	HOF	PRFN	hasoc_2020_de_1315
@TiloJung Sorry, aber das kann ich so nicht stehen lassen. Denkt halt mal etwas größer und nicht immer so #linear i… https://t.co/5fiDT43dss	NOT	NONE	hasoc_2020_de_2563
@tinten_killer In dein Arsch?	HOF	PRFN	hasoc_2020_de_3330
@Nichttweeterin Keine Ahnung. Stimmt, ist was Italienisches.	NOT	NONE	hasoc_2020_de_417
@_nasir_ahmad_ Warum müssen immer die muslimische Frauen Kopftuch ablegen was ist mit den anderen??? https://t.co/9HuMGR4tzN	NOT	NONE	hasoc_2020_de_2029
RT @kallepilsbier: Deutsche Donald Trump https://t.co/rXpGeBqZw6	NOT	NONE	hasoc_2020_de_1826
Vom „Fabrikle“ zum Global Player – das ist unsere #Unternehmensgeschichte, die ab nun auch auf Englisch hanserliter… https://t.co/z3C7xaYyF1	NOT	NONE	hasoc_2020_de_2042
@MazeMatze Haha :D Volkslehrer, Ingo Schulz und Reconquista Germanica	NOT	NONE	hasoc_2020_de_414
"@RegSprecher Offener Brief an Bundeskanzlerin #Merkel -wieder einmal🤔
Ab und zu habe ich einen Brief an das Bundesk… https://t.co/YF2EyYOG4b"	NOT	NONE	hasoc_2020_de_1470
RT @UnDEANiable: Steve Hofmeyr &gt; Kaizer Chiefs	NOT	NONE	hasoc_2020_de_992
@just_n3rdy *einfach mal so den Nacken krault....* :D :D :D :	NOT	NONE	hasoc_2020_de_2856
@StefanSkibbe @Karl_Lauterbach Jap. Zum Kotzen.	NOT	NONE	hasoc_2020_de_2398
@milfdiana2 Geiler Arsch zum verwöhnen	HOF	PRFN	hasoc_2020_de_1689
"#Direktflug
Merkels #Fachkräfte und Sofort-und #Dauerrentner
bei Anreise an die deutsche Geldbörse https://t.co/PtZk1o4tSY"	NOT	NONE	hasoc_2020_de_3174
Match issn verdammtes scheiss wort	NOT	NONE	hasoc_2020_de_2071
@AtotheIex die ist so dumm	HOF	PRFN	hasoc_2020_de_1936
RT @EdzardErnst: @extra3 @jnfingerle Politiker, die keine Ahnung haben, haben keine Ahnung, dass sie keine Ahnung haben!!!	NOT	NONE	hasoc_2020_de_2151
